root_id,super_class,cell_class,cell_type,top_nt,top_nt_conf,side,nerve
720575940631758562,optic,ME>LOP,T4b,acetylcholine,0.5346709136228648,right,
720575940625523545,optic,ME>LOP,T4b,acetylcholine,0.5810978097260101,right,
720575940625571405,optic,ME>LO.LOP,TmY5a,glutamate,0.6169600961006626,right,
720575940625148967,optic,ME>LO.LOP,TmY5a,glutamate,0.6769129356167712,right,
720575940624804861,optic,LO>LOP,T5b,acetylcholine,0.4889704676084195,right,
720575940625204226,optic,LO>LOP,T5b,acetylcholine,0.5177682409437901,right,
720575940631443308,optic,ME>LO.LOP,TmY5a,glutamate,0.660230228536319,right,
720575940624377096,optic,ME>LOP,T4b,acetylcholine,0.5290017282110417,right,
720575940623970231,optic,ME>LOP,T4b,acetylcholine,0.7184575803114893,right,
720575940624380652,optic,ME>LOP,T4b,acetylcholine,0.7017420033514098,right,
720575940624388756,optic,ME>LOP,T4b,acetylcholine,0.524368773934032,right,
720575940624404005,optic,ME>LO.LOP,TmY5a,glutamate,0.681402148956089,right,
720575940624412820,optic,ME>LOP,T4b,acetylcholine,0.602920727318066,right,
720575940624434616,optic,LO>LOP,T5b,acetylcholine,0.4793116736438667,right,
720575940613889587,optic,LO>LOP,T5b,acetylcholine,0.6136215719160996,right,
720575940613896829,optic,ME>LOP,T4b,acetylcholine,0.6337124229174911,right,
720575940624041451,optic,LO>LOP,T5b,acetylcholine,0.5221317218575637,right,
720575940609068227,optic,LO>LOP,T5b,acetylcholine,0.682365157733514,right,
720575940613312423,optic,ME>LOP,T4b,acetylcholine,0.5612260760605707,right,
720575940613323262,optic,ME>LOP,T4b,acetylcholine,0.5911098393341556,right,
720575940612893359,optic,ME>LO.LOP,TmY5a,glutamate,0.7764141644604555,right,
720575940623853821,optic,ME>LO.LOP,TmY5a,glutamate,0.6887663146434464,right,
720575940631749903,optic,ME>LO.LOP,TmY5a,glutamate,0.7165071821264356,right,
720575940632122947,optic,ME>LO.LOP,TmY5a,glutamate,0.6530753260151755,right,
720575940632280903,optic,ME>LOP,T4b,acetylcholine,0.653984149671758,right,
720575940623596435,optic,LO>LOP,T5b,acetylcholine,0.5288577370229184,right,
720575940623624840,optic,ME>LO.LOP,TmY5a,glutamate,0.6748796610373288,right,
720575940623499814,optic,ME>LOP,T4b,acetylcholine,0.7306542260002121,right,
720575940623854077,optic,LO>LOP,T5b,acetylcholine,0.6206626514846239,right,
720575940623866153,optic,LO>LOP,T5b,acetylcholine,0.5499877354376232,right,
720575940638806591,optic,LO>LOP,T5b,acetylcholine,0.6072299270154837,right,
720575940625823376,optic,LO>LOP,T5b,acetylcholine,0.6519922627354573,right,
720575940612947887,optic,ME>LO.LOP,TmY5a,glutamate,0.6735875424119706,right,
720575940613036525,optic,ME>LOP,T4b,acetylcholine,0.7392649992114084,right,
720575940632068623,optic,LO>LOP,T5b,acetylcholine,0.597402878598341,right,
720575940631703341,optic,LO>LOP,T5b,acetylcholine,0.6065715754545121,right,
720575940631729548,optic,ME>LOP,T4b,acetylcholine,0.649079421383597,right,
720575940639505240,optic,ME>LOP,T4b,acetylcholine,0.6086076105805562,right,
720575940639766131,optic,ME>LO.LOP,TmY5a,glutamate,0.7050360302016179,right,
720575940626302138,optic,ME>LOP,T4b,acetylcholine,0.705175449197178,right,
720575940626381356,optic,ME>LOP,T4b,acetylcholine,0.5437162019933435,right,
720575940646797347,optic,LO>LOP,T5b,acetylcholine,0.5611472255276587,right,
720575940647036804,optic,LO>LOP,T5b,acetylcholine,0.5544230607275625,right,
720575940612669849,optic,ME>LOP,T4b,acetylcholine,0.5630794232070044,right,
720575940625989907,optic,ME>LOP,T4b,acetylcholine,0.5708174927772378,right,
720575940623731396,optic,LO>LOP,T5b,acetylcholine,0.5017021486469491,right,
720575940644608036,optic,ME>LOP,T4b,acetylcholine,0.7326248911918408,right,
720575940623202634,optic,ME>LOP,T4b,acetylcholine,0.5817537035601257,right,
720575940623207608,optic,LO>LOP,T5b,acetylcholine,0.6740535023753151,right,
720575940623248010,optic,LO>LOP,T5b,acetylcholine,0.7353704605211072,right,
720575940640516571,visual_projection,,LPTe01,acetylcholine,0.9538011467162024,right,
720575940623126762,optic,LO>LOP,T5b,acetylcholine,0.5654489983560459,right,
720575940623153961,optic,ME>LOP,T4b,acetylcholine,0.677805836722045,right,
720575940636017527,optic,ME>LOP,T4b,acetylcholine,0.6129025424376608,right,
720575940636024183,optic,LO>LOP,T5b,acetylcholine,0.4725423079425506,right,
720575940631256338,optic,LO>LOP,T5b,acetylcholine,0.4466953004734447,right,
720575940626220588,optic,ME>LOP,T4b,acetylcholine,0.5279349587143394,right,
720575940625961516,optic,LO>LOP,T5b,acetylcholine,0.5119141630021191,right,
720575940614269607,optic,ME>LO.LOP,TmY5a,glutamate,0.6844400427559445,right,
720575940614276002,optic,LO>LOP,T5b,acetylcholine,0.5811521100068057,right,
720575940622936811,optic,ME>LOP,T4b,acetylcholine,0.6015872211107448,right,
720575940622638691,optic,ME>LOP,T4b,acetylcholine,0.6099499858174781,right,
720575940623022889,optic,ME>LOP,T4b,acetylcholine,0.5832306698252028,right,
720575940631829644,optic,LO>LOP,T5b,acetylcholine,0.6127522144733955,right,
720575940626506329,optic,ME>LO.LOP,TmY5a,glutamate,0.590882918308512,right,
720575940626560220,optic,LO>LOP,T5b,acetylcholine,0.6142401050263225,right,
720575940626251909,optic,LO>LOP,T5b,acetylcholine,0.5861678907613339,right,
720575940626397778,optic,ME>LOP,T4b,acetylcholine,0.5758368188609827,right,
720575940626435459,optic,LO>LOP,T5b,acetylcholine,0.5730933980911896,right,
720575940626441561,optic,LO>LOP,T5b,acetylcholine,0.57160709276242,right,
720575940612751513,optic,LO>LOP,T5b,acetylcholine,0.3881795659127097,right,
720575940612773338,optic,ME>LOP,T4b,acetylcholine,0.579688692839412,right,
720575940632416398,optic,LO>LOP,T5b,acetylcholine,0.4941597729298853,right,
720575940614024866,optic,ME>LO.LOP,TmY5a,glutamate,0.7659336902838438,right,
720575940614224126,optic,LO>LOP,T5b,acetylcholine,0.587000425900265,right,
